Comments,URL,Actual,Predicted
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/448002_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/231003_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/39010_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/111002_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/503001_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/71003_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/330003_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/342012_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/458005_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/515006_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/116012_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/375004_HouseInterior_6.jpg,class4,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/418005_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/164003_HouseInterior_6.jpg,class3,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/102012_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/157001_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/290012_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/278007_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/48005_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/20008_HouseInterior_6.jpg,class4,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/104008_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/419013_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/412010_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/284006_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/461005_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/327003_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/396007_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/30010_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/199004_HouseInterior_6.jpg,class3,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/231006_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/36009_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/154010_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/429001_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/60007_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/241006_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/223001_HouseInterior_6.jpg,class1,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/127004_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/503003_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/183009_HouseInterior_6.jpg,class3,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/201010_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/80013_HouseInterior_6.jpg,class3,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/365003_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/71008_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/236002_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/449008_HouseInterior_6.jpg,class2,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/429011_HouseInterior_6.jpg,class4,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/506010_HouseInterior_6.jpg,class3,middle income
# nna,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/296001_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/152009_HouseInterior_6.jpg,class4,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/426006_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1071002_HouseInterior_6.jpg,class0,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/133003_HouseInterior_6.jpg,class4,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/45001_HouseInterior_6.jpg,class0,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/434003_HouseInterior_6.jpg,class1,lower middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1006007_HouseInterior_6.jpg,class0,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/20007_HouseInterior_6.jpg,class3,higher middle income
# na,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/336011_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/381001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/412005_HouseInterior_6.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/3009_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/96012_HouseInterior_6.jpg,class3,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/147011_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/501002_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/331014_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/367002_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/186011_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/376007_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/451001_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/107010_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/397011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/40011_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/434002_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/387008_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/411003_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1040004_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/407007_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/367008_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/260005_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/1016001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/163003_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/518006_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/143001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/239004_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/474008_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/505006_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/492007_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/388002_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/487014_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/317004_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/258009_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/128005_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/406004_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/512003_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/496009_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1010006_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/266009_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/19009_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/470010_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/491010_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/70007_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/129002_HouseInterior_6.jpg,class1,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/383004_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/137012_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/378001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/52010_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/115004_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/448006_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/381006_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/53005_HouseInterior_6.jpg,class3,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/260006_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/291010_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/419006_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/439009_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/1060005_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/194010_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/115011_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/375007_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/423001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/511012_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/71009_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/14012_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/40002_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/127010_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/306002_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/265011_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/271010_HouseInterior_6.jpg,class0,low income
